modelYear,bt,mileage,transmission,model,variantName,ft,km,price
0.8684210526315752,7,0.2862439747868002,0,50,291,4,0.0101276363636363,0.0859971655055998
0.8157894736842053,2,0.5231738969225066,1,91,237,1,0.0081901818181818,0.0776462944732161
0.7631578947368425,2,0.4234334445680386,1,175,1847,4,0.0096363636363636,0.041737549033966
0.8157894736842053,2,0.7530589543937711,1,157,184,1,0.0172172727272727,0.0692954234408323
0.8947368421052602,2,0.5309603262884688,1,157,69,4,0.0040294545454545,0.0817173441015031
0.6578947368421026,2,0.4019280682239527,1,82,1140,4,0.0127272727272727,0.0312989602434863
0.8421052631578902,8,0.7015202076381166,1,63,2092,1,0.0209692727272727,0.0818217299894079
0.7368421052631575,8,0.1082684464219503,0,200,1049,1,0.0127272727272727,0.1440357191806668
0.8157894736842053,2,0.5672969966629589,1,179,1806,4,0.0076787272727272,0.05509894268578
0.8947368421052602,2,0.4382647385984428,1,77,104,4,0.0038074545454545,0.0625103407270205
0.8684210526315752,7,0.6384872080088988,1,183,2027,1,0.009090909090909,0.1022813640187481
0.8684210526315752,7,0.3863552094920282,1,69,2116,4,0.0084730909090909,0.0881892691516005
0.7631578947368425,7,0.1520207638116426,0,141,1446,1,0.009090909090909,0.1022813640187481
0.7631578947368425,2,0.6718576195773083,1,179,1765,1,0.0189090909090909,0.0537419261430176
0.8684210526315752,7,0.5902855024100853,1,50,271,1,0.0163636363636363,0.0996717168211282
0.8421052631578902,2,0.5309603262884688,1,157,175,4,0.0090972727272727,0.0708612117594043
0.94736842105263,7,0.388950685947349,1,265,1976,4,0.0145454545454545,0.1179392472044676
0.7894736842105203,2,0.4271412680756397,1,90,1658,4,0.0163636363636363,0.0631366560544493
0.6842105263157876,8,0.2643678160919541,0,200,1069,1,0.0163636363636363,0.1022813640187481
0.6842105263157876,8,0.532072673340749,1,281,1021,1,0.0218181818181818,0.0605270088568294
0.7894736842105203,8,0.5684093437152393,1,180,2037,4,0.0045763636363636,0.0683559504496891
0.94736842105263,8,0.503151649981461,1,163,1009,4,0.0045494545454545,0.0911120740129348
0.7105263157894726,2,0.5865776789024844,1,179,1443,1,0.0181818181818181,0.041737549033966
0.9210526315789452,8,0.503151649981461,1,163,1009,4,0.004794,0.0961225966323651
0.7894736842105203,8,0.2751205042639971,0,75,1549,4,0.0139212727272727,0.0636585854939733
0.7368421052631575,4,0.2191323692992214,1,289,585,1,0.0218181818181818,0.1309874831925672
0.7894736842105203,2,0.4382647385984428,0,77,803,4,0.006628909090909,0.0526980672639696
0.8157894736842053,7,0.6143863552094921,1,178,985,1,0.017040909090909,0.0761848920425489
0.8157894736842053,8,0.4464219503151651,0,163,817,4,0.021018,0.0638673572697829
0.7894736842105203,8,0.5684093437152393,1,180,2037,4,0.0079034545454545,0.0652243738125452
0.526315789473685,8,0.2491657397107898,1,56,190,4,0.0127272727272727,0.0500884200663497
0.8684210526315752,7,0.6384872080088988,1,183,1235,1,0.0181818181818181,0.0866234808330286
0.6052631578947327,8,0.2825361512791991,1,220,1632,4,0.013090909090909,0.0291068565974856
0.94736842105263,2,0.4137931034482758,1,300,42,4,0.007412909090909,0.1021769781308433
0.8684210526315752,2,0.4308490915832406,1,66,171,4,0.005090909090909,0.0840138336354087
0.6052631578947327,2,0.4382647385984428,1,184,1280,4,0.0072727272727272,0.0239919480901505
0.9210526315789452,7,0.4104560622914349,0,85,1580,4,0.0047272727272727,0.1330752009506631
0.7105263157894726,2,0.4382647385984428,1,184,1823,4,0.013824,0.0322384332346295
0.8684210526315752,8,0.5368928439006304,1,163,835,4,0.0206872727272727,0.067416477458546
0.9210526315789452,7,0.6162402669632927,1,85,1562,1,0.0119658181818181,0.1049953971042728
0.973684210526315,7,0.375231738969225,0,246,47,4,0.0018181818181818,0.1753514855521058
0.8157894736842053,2,0.5309603262884688,1,157,175,4,0.0072652727272727,0.0689822657771179
0.973684210526315,7,0.2639970337411939,0,71,1620,4,0.0018181818181818,0.1743076266730578
0.8157894736842053,2,0.6418242491657398,1,156,1806,4,0.0119061818181818,0.0310901884676767
0.8421052631578902,2,0.5309603262884688,1,157,175,4,0.0089407272727272,0.0697129669924515
0.973684210526315,7,0.482017055988135,1,302,39,4,0.0036363636363636,0.1335971303901871
0.6315789473684177,2,0.4923989618094179,1,89,1337,4,0.009090909090909,0.0255577364087225
0.8684210526315752,8,0.5532072673340749,0,180,800,4,0.0072727272727272,0.0652243738125452
0.5789473684210478,1,0.1416388579903597,0,14,682,4,0.009090909090909,0.0918427752282684
0.9210526315789452,2,0.5239154616240269,1,179,2037,4,0.0145454545454545,0.0626147266149253
0.973684210526315,7,0.3096032628846867,1,119,1604,4,0.0036363636363636,0.1513427313340025
0.6578947368421026,8,0.2269187986651835,1,70,1112,0,0.0127272727272727,0.0208603714530066
0.7631578947368425,8,0.3718946978123842,0,3,511,1,0.0163636363636363,0.1518646607735265
0.9210526315789452,2,0.5435669262143121,1,238,944,4,0.0072727272727272,0.041215619594442
0.8157894736842053,2,0.4308490915832406,1,66,162,4,0.0115994545454545,0.0615708677358774
0.8684210526315752,2,0.4382647385984428,1,77,95,4,0.0109483636363636,0.0563515733406375
0.7894736842105203,2,0.6255098257322953,0,156,1814,4,0.0018181818181818,0.04225947847349
0.8157894736842053,2,0.5309603262884688,1,157,175,4,0.006936909090909,0.0695041952166419
0.7894736842105203,2,0.5672969966629589,1,179,1806,4,0.0139063636363636,0.0518629801607313
0.7894736842105203,2,0.4979606970708195,1,184,1823,4,0.0072727272727272,0.0380840429572981
0.8157894736842053,2,0.5309603262884688,1,157,175,4,0.007386,0.0683559504496891
0.7631578947368425,2,0.5672969966629589,1,179,1806,4,0.0160092727272727,0.0499840341784449
0.973684210526315,2,0.5672969966629589,1,179,1806,4,0.003004,0.078690153352264
0.8947368421052602,7,0.3418613274008158,1,101,474,1,0.0127272727272727,0.1518646607735265
0.6052631578947327,2,0.4382647385984428,1,184,1280,4,0.0145454545454545,0.0229480892111026
0.8947368421052602,7,0.6162402669632927,1,85,1554,1,0.009090909090909,0.104891011216368
1.0,7,0.3800519095291064,1,265,1980,4,0.0018181818181818,0.1440357191806668
0.7368421052631575,2,0.5198368557656656,1,74,960,4,0.0103636363636363,0.0276454541668184
0.8157894736842053,7,0.3307378568780126,1,147,1876,1,0.02,0.1022813640187481
0.8947368421052602,2,0.5309603262884688,1,157,175,4,0.0018181818181818,0.0793164686796928
0.7105263157894726,2,0.4271412680756397,1,179,1806,4,0.009090909090909,0.0474787728687298
0.8947368421052602,7,0.4790507971820542,1,146,1872,1,0.0218181818181818,0.0761848920425489
0.7631578947368425,2,0.4382647385984428,1,77,1333,4,0.006448909090909,0.0558296439011135
0.8421052631578902,2,0.4308490915832406,1,66,162,4,0.007286,0.061257710072163
0.8421052631578902,2,0.4382647385984428,1,77,106,4,0.011950909090909,0.0515498224970169
0.526315789473685,8,0.3084909158324064,1,157,1268,4,0.0218181818181818,0.0239919480901505
0.8157894736842053,2,0.5309603262884688,1,157,175,4,0.006578909090909,0.071487527086833
0.8157894736842053,2,0.5309603262884688,1,157,175,4,0.0126018181818181,0.0660594609157836
0.7894736842105203,8,0.4048943270300334,0,63,2096,4,0.010116909090909,0.0889199703669341
0.8421052631578902,2,0.4382647385984428,0,77,107,4,0.0114187272727272,0.0567691168922567
0.6842105263157876,2,0.5558027437893958,1,300,1018,1,0.0163636363636363,0.0365182546387261
0.7894736842105203,2,0.5672969966629589,1,179,1806,4,0.012482909090909,0.0553077144615896
0.8157894736842053,2,0.4308490915832406,1,66,162,4,0.0140910909090909,0.0518629801607313
0.8157894736842053,8,0.510567296996663,1,180,1288,4,0.0072727272727272,0.0626147266149253
0.8157894736842053,8,0.510567296996663,1,180,1288,4,0.0072727272727272,0.0626147266149253
0.7631578947368425,8,0.4048943270300334,0,63,2095,4,0.0087863636363636,0.0761848920425489
0.973684210526315,7,0.388950685947349,1,265,1977,4,0.0054545454545454,0.1252462593578034
0.7368421052631575,2,0.2862439747868002,0,196,876,1,0.0181818181818181,0.1388164247854269
0.7894736842105203,2,0.5532072673340749,1,179,1790,4,0.0125454545454545,0.0579173616592095
0.8684210526315752,7,0.3715239154616241,1,101,496,1,0.02,0.1283778359949473
0.8157894736842053,8,0.3681868743047832,1,86,421,4,0.009090909090909,0.0885024268153149
0.94736842105263,2,0.4790507971820542,1,90,870,4,0.0036363636363636,0.1001936462606522
0.973684210526315,2,0.5739710789766408,0,179,2065,4,0.0027270909090909,0.0918427752282684
0.8157894736842053,2,0.4308490915832406,1,66,162,4,0.0165041818181818,0.0553077144615896
0.7105263157894726,8,0.4975899147200593,1,249,414,1,0.0163636363636363,0.0448691256711099
0.8421052631578902,2,0.4938820912124583,1,179,1839,4,0.0118030909090909,0.0615708677358774
0.8421052631578902,2,0.4308490915832406,1,66,171,4,0.01277,0.054577013246256
0.94736842105263,2,0.4790507971820542,1,90,870,4,0.0054545454545454,0.1001936462606522
0.8157894736842053,2,0.4308490915832406,1,66,162,4,0.014324,0.0537419261430176
0.8157894736842053,8,0.5061179087875418,1,163,2069,4,0.0131156363636363,0.066894548019022
0.7894736842105203,2,0.5672969966629589,1,179,1806,4,0.009542909090909,0.0506103495058737
0.5789473684210478,8,0.3159065628476085,0,247,1230,1,0.0272727272727272,0.0448691256711099
0.8421052631578902,7,0.3863552094920282,1,69,2116,4,0.0067067272727272,0.0881892691516005
0.8947368421052602,7,0.4149054505005562,1,85,1585,4,0.0087203636363636,0.1021769781308433
0.7631578947368425,7,0.4957360029662588,1,229,1919,1,0.0245454545454545,0.0600050794173054
0.7105263157894726,8,0.2788283277715981,1,43,1682,4,0.009090909090909,0.03964983127587
0.7105263157894726,8,0.4530960326288469,1,180,2022,1,0.0181818181818181,0.0553077144615896
0.6842105263157876,7,0.3511308861698184,0,21,529,1,0.02,0.1649128967616261
0.7368421052631575,2,0.3756025213199852,0,300,1156,4,0.0163636363636363,0.0521761378244457
0.8157894736842053,2,0.5309603262884688,1,157,175,4,0.0212043636363636,0.0621971830633061
0.8947368421052602,8,0.5368928439006304,1,163,1008,4,0.0099201818181818,0.0808822569982648
0.7368421052631575,4,0.2191323692992214,1,289,585,1,0.0218181818181818,0.1309874831925672
0.8157894736842053,2,0.4308490915832406,1,66,171,4,0.0118312727272727,0.0630322701665445
0.8421052631578902,2,0.4382647385984428,1,77,92,4,0.0242785454545454,0.0552033285736848
0.6578947368421026,4,0.1601779755283648,1,289,566,1,0.0218181818181818,0.0772287509215969
0.7368421052631575,8,0.5684093437152393,1,180,2037,4,0.007252,0.0525936813760648
0.8947368421052602,7,0.2973674453096033,1,147,1902,1,0.0145454545454545,0.1701321911568659
0.7894736842105203,2,0.6718576195773083,1,179,1765,1,0.0103592727272727,0.0587524487624478
0.9210526315789452,8,0.3934000741564702,1,305,42,4,0.0124187272727272,0.1176260895407532
0.7368421052631575,2,0.2417500926955877,0,215,1486,4,0.0145454545454545,0.1805707799473456
0.8157894736842053,8,0.542825361512792,0,249,321,1,0.0098181818181818,0.0840138336354087
0.8684210526315752,2,0.3381535038932147,1,300,117,4,0.0131541818181818,0.0767068214820729
0.7894736842105203,7,0.2195031516499815,1,73,422,4,0.0127272727272727,0.0892331280306485
0.94736842105263,2,0.3952539859102706,1,300,11,4,0.0113992727272727,0.0871454102725526
0.8157894736842053,2,0.4382647385984428,1,77,850,4,0.0118181818181818,0.0526980672639696
0.8421052631578902,2,0.4382647385984428,0,77,107,4,0.0065454545454545,0.0657463032520692
0.8684210526315752,8,0.4048943270300334,0,63,2109,4,0.0130736363636363,0.0862059372814094
0.7368421052631575,2,0.5672969966629589,1,179,1806,4,0.0126814545454545,0.0421550925855852
0.6052631578947327,2,0.467927326659251,1,154,1290,4,0.008,0.0198165125739587
0.94736842105263,8,0.3715239154616241,1,295,1123,4,0.00325,0.0980015426146514
0.9210526315789452,7,0.346310715609937,1,236,1474,4,0.017396,0.0906945304613156
0.973684210526315,7,0.4430849091583241,0,239,1459,4,0.0021823636363636,0.0866234808330286
0.8684210526315752,7,0.5902855024100853,1,50,269,1,0.020804909090909,0.0851620784023614
0.973684210526315,7,0.4430849091583241,0,239,1458,4,0.0036363636363636,0.0667901621311172
0.7105263157894726,2,0.4568038561364479,1,61,1504,4,0.0117554545454545,0.0327603626741535
0.8684210526315752,7,0.4104560622914349,1,133,2128,4,0.0084465454545454,0.0599006935294006
0.94736842105263,7,0.4137931034482758,0,239,1476,4,0.0036363636363636,0.1013418910276049
0.8684210526315752,7,0.3715239154616241,1,101,473,1,0.009090909090909,0.1492550135759066
0.6842105263157876,8,0.4990730441230998,1,305,1024,1,0.0163636363636363,0.0207559855651018
0.973684210526315,7,0.4488783430714961,1,85,1565,1,0.0036363636363636,0.1320313420716151
0.6052631578947327,4,0.2120875046347794,1,289,572,1,0.0272727272727272,0.0453910551106339
0.973684210526315,2,0.5661846496106786,1,157,1009,4,0.0018181818181818,0.0840138336354087
