it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,priceActual,priceSaving,priceFixedText,trendingText_imgUrl,trendingText_heading,trendingText_desc,heading,top_0_key,top_0_value,top_0_icon,top_1_key,top_1_value,top_1_icon,top_2_key,top_2_value,top_2_icon,top_3_key,top_3_value,top_3_icon,top_4_key,top_4_value,top_4_icon,top_5_key,top_5_value,top_5_icon,top_6_key,top_6_value,top_6_icon,top_7_key,top_7_value,top_7_icon,top_8_key,top_8_value,top_8_icon,top_9_key,top_9_value,top_9_icon,bottomData,heading,top_0_value,top_1_value,top_2_value,top_3_value,top_4_value,top_5_value,top_6_value,top_7_value,top_8_value,data_0_heading,data_0_subHeading,data_0_list_0_value,data_0_list_1_value,data_0_list_2_value,data_0_list_3_value,data_0_list_4_value,data_0_list_5_value,data_0_list_6_value,data_0_list_7_value,data_0_list_8_value,data_0_list_9_value,data_0_list_10_value,data_0_list_11_value,data_0_list_12_value,data_0_list_13_value,data_0_list_14_value,data_0_list_15_value,data_0_list_16_value,data_1_heading,data_1_subHeading,data_1_list_0_value,data_1_list_1_value,data_1_list_2_value,data_1_list_3_value,data_1_list_4_value,data_1_list_5_value,data_1_list_6_value,data_1_list_7_value,data_1_list_8_value,data_1_list_9_value,data_1_list_10_value,data_2_heading,data_2_subHeading,data_2_list_0_value,data_2_list_1_value,data_2_list_2_value,data_2_list_3_value,data_2_list_4_value,data_2_list_5_value,data_2_list_6_value,data_2_list_7_value,data_2_list_8_value,data_2_list_9_value,data_2_list_10_value,data_2_list_11_value,data_3_heading,data_3_subHeading,data_3_list_0_value,data_3_list_1_value,data_3_list_2_value,data_3_list_3_value,data_3_list_4_value,data_3_list_5_value,data_3_list_6_value,data_3_list_7_value,data_3_list_8_value,data_3_list_9_value,data_3_list_10_value,data_3_list_11_value,data_3_list_12_value,data_3_list_13_value,data_3_list_14_value,data_3_list_15_value,data_3_list_16_value,data_3_list_17_value,data_3_list_18_value,data_3_list_19_value,data_3_list_20_value,data_3_list_21_value,data_3_list_22_value,data_3_list_23_value,data_4_heading,data_4_subHeading,data_4_list_0_value,data_4_list_1_value,data_4_list_2_value,data_4_list_3_value,data_4_list_4_value,data_4_list_5_value,data_4_list_6_value,commonIcon,data_3_list_24_value,data_3_list_25_value,data_4_list_7_value,data_0_list_17_value,data_0_list_18_value,data_0_list_19_value,data_0_list_20_value,data_0_list_21_value,data_0_list_22_value,data_1_list_11_value,data_1_list_12_value,data_2_list_12_value,data_2_list_13_value,data_2_list_14_value,data_2_list_15_value,data_3_list_26_value,data_3_list_27_value,data_0_list_23_value,data_0_list_24_value,data_0_list_25_value,data_0_list_26_value,data_0_list_27_value,data_0_list_28_value,data_1_list_13_value,data_1_list_14_value,data_2_list_16_value,data_2_list_17_value,data_2_list_18_value,data_2_list_19_value,data_3_list_28_value,data_3_list_29_value,data_3_list_30_value,data_3_list_31_value,data_3_list_32_value,data_3_list_33_value,data_3_list_34_value,data_3_list_35_value,data_3_list_36_value,data_4_list_8_value,data_4_list_9_value,data_4_list_10_value,data_4_list_11_value,data_4_list_12_value,data_0_list_29_value,data_1_list_15_value,data_0_list_30_value,data_0_list_31_value,data_0_list_32_value,data_2_list_20_value,data_2_list_21_value,data_2_list_22_value,data_2_list_23_value,data_2_list_24_value,data_3_list_37_value,data_3_list_38_value,data_3_list_39_value,data_3_list_40_value,data_3_list_41_value,data_4_list_13_value,data_2_list_25_value,data_4_list_14_value,heading,top_0_key,top_0_value,top_1_key,top_1_value,top_2_key,top_2_value,top_3_key,top_3_value,top_4_key,top_4_value,top_5_key,top_5_value,data_0_heading,data_0_subHeading,data_0_list_0_key,data_0_list_0_value,data_0_list_1_key,data_0_list_1_value,data_0_list_2_key,data_0_list_2_value,data_0_list_3_key,data_0_list_3_value,data_0_list_4_key,data_0_list_4_value,data_0_list_5_key,data_0_list_5_value,data_0_list_6_key,data_0_list_6_value,data_0_list_7_key,data_0_list_7_value,data_0_list_8_key,data_0_list_8_value,data_0_list_9_key,data_0_list_9_value,data_0_list_10_key,data_0_list_10_value,data_1_heading,data_1_subHeading,data_1_list_0_key,data_1_list_0_value,data_1_list_1_key,data_1_list_1_value,data_1_list_2_key,data_1_list_2_value,data_1_list_3_key,data_1_list_3_value,data_1_list_4_key,data_1_list_4_value,data_1_list_5_key,data_1_list_5_value,data_1_list_6_key,data_1_list_6_value,data_2_heading,data_2_subHeading,data_2_list_0_key,data_2_list_0_value,data_2_list_1_key,data_2_list_1_value,data_2_list_2_key,data_2_list_2_value,data_2_list_3_key,data_2_list_3_value,data_2_list_4_key,data_2_list_4_value,data_2_list_5_key,data_2_list_5_value,data_2_list_6_key,data_2_list_6_value,data_2_list_7_key,data_2_list_7_value,data_2_list_8_key,data_2_list_8_value,data_2_list_9_key,data_2_list_9_value,data_2_list_10_key,data_2_list_10_value,data_2_list_11_key,data_2_list_11_value,data_2_list_12_key,data_2_list_12_value,commonIcon,data_1_list_7_key,data_1_list_7_value,data_0_list_11_key,data_0_list_11_value,data_0_list_12_key,data_0_list_12_value,data_1_list_8_key,data_1_list_8_value,data_1_list_9_key,data_1_list_9_value,data_1_list_10_key,data_1_list_10_value,data_1_list_11_key,data_1_list_11_value,car_links,City
0,Diesel,Hatchback,"1,20,000",Manual,2,2nd Owner,Hyundai,Hyundai i20,2015,1487,Asta 1.4 CRDi,₹ 5.10 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,Registration Year,2015,https://images10.gaadi.com/listing/vdp/co/v1/registrationYear.svg,Insurance Validity,Third Party insurance,https://images10.gaadi.com/listing/vdp/co/v1/insuranceValidity.svg,Fuel Type,Diesel,https://images10.gaadi.com/listing/vdp/co/v1/fuel.svg,Seats,5 Seats,https://images10.gaadi.com/listing/vdp/co/v1/seats.svg,Kms Driven,"1,20,000 Kms",https://images10.gaadi.com/listing/vdp/co/v1/kmsDriven.svg,RTO,RJ13,https://images10.gaadi.com/listing/vdp/co/v1/rto.svg,Ownership,Second Owner,https://images10.gaadi.com/listing/vdp/co/v1/ownership.svg,Engine Displacement,1396 cc,https://images10.gaadi.com/listing/vdp/co/v1/engineDisplacement.svg,Transmission,Manual,https://images10.gaadi.com/listing/vdp/co/v1/transmission.svg,Year of Manufacture,2015.0,https://images10.gaadi.com/listing/vdp/co/v1/yearManufacture.svg,,Features,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,Comfort & Convenience,Comfort,Power Steering,Power Windows Front,Power Windows Rear,Air Quality Control,Remote Trunk Opener,Remote Fuel Lid Opener,Low Fuel Warning Light,Accessory Power Outlet,Trunk Light,Vanity Mirror,Rear Seat Headrest,Cup Holders Front,Multifunction Steering Wheel,Rear ACVents,Smart Access Card Entry,Engine Start Stop Button,Glove Box Cooling,Interior,Interior,Air Conditioner,Heater,Adjustable Steering,Digital Odometer,Tachometer,Electronic Multi Tripmeter,Fabric Upholstery,Leather Steering Wheel,Glove Compartment,Digital Clock,Height Adjustable Driver Seat,Exterior,Exterior,Adjustable Head Lights,Fog Lights Front,Power Adjustable Exterior Rear View Mirror,Electric Folding Rear View Mirror,Rear Window Wiper,Rear Window Washer,Rear Window Defogger,Alloy Wheels,Power Antenna,Rear Spoiler,Outside Rear View Mirror Turn Indicators,Chrome Grille,Safety,Safety,Anti Lock Braking System,Centeral Locking,Power Door Locks,Child Safety Locks,Driver Air Bag,Passenger Air Bag,Day Night Rear View Mirror,Passenger Side Rear View Mirror,Halogen Headlamps,Rear Seat Belts,Seat Belt Warning,Door Ajar Warning,Side Impact Beams,Front Impact Beams,Adjustable Seats,Keyless Entry,Centrally Mounted Fuel Tank,Engine Immobilizer,Crash Sensor,Automatic Head Lamps,Clutch Lock,Follow Me Home Headlamps,Rear Camera,Anti Theft Device,Entertainment & Communication,Entertainment,Cd Player,Radio,Speakers Front,Speakers Rear,Integrated2Din Audio,Usb Auxiliary Input,Bluetooth,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Specifications,Mileage,22.54 kmpl,Engine,1396 CC,Max Power,88.73bhp,Torque,219.7Nm,Wheel Size,16,Seats,5,Engine and Transmission,Engine,Color,Others,Engine Type,U2 CRDI Diesel Engine,Displacement,1396,Max Power,88.73bhp@4000rpm,Max Torque,219.7Nm@1500-2750rpm,No of Cylinder,4.0,Values per Cylinder,4,Value Configuration,DOHC,Fuel Suppy System,CRDI,Turbo Charger,Yes,Super Charger,No,Dimensions & Capacity,Dimensions,Length,3985mm,Width,1734mm,Height,1505mm,Wheel Base,2570mm,Front Tread,1505mm,Rear Tread,1503mm,Kerb Weight,1515kg,Miscellaneous,Miscellaneous,Gear Box,6 Speed,Drive Type,FWD,Seating Capacity,5,Steering Type,Power,Turning Radius,5.2 metres,Front Brake Type,Disc,Rear Brake Type,Drum,Top Speed,180 Kmph,Acceleration,11.9 Seconds,Tyre Type,Tubeless,Alloy Wheel Size,16,No Door Numbers,5,Cargo Volumn,295-litres,,,,,,,,,,,,,,,,https://www.cardekho.com/used-car-details/used-Hyundai-I20-Asta-1.4-Crdi-cars-Jaipur_45904042-2f81-4956-9ccb-3808e9de44d7.htm,Jaipur
0,Petrol,Hatchback,"66,951",Manual,1,1st Owner,Maruti,Maruti Swift,2012,10403,VXI,₹ 3.81 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,Registration Year,Jan 2012,https://images10.gaadi.com/listing/vdp/co/v1/registrationYear.svg,Insurance Validity,Third Party,https://images10.gaadi.com/listing/vdp/co/v1/insuranceValidity.svg,Fuel Type,Petrol,https://images10.gaadi.com/listing/vdp/co/v1/fuel.svg,Seats,5 Seats,https://images10.gaadi.com/listing/vdp/co/v1/seats.svg,Kms Driven,"66,951 Kms",https://images10.gaadi.com/listing/vdp/co/v1/kmsDriven.svg,RTO,RJ14,https://images10.gaadi.com/listing/vdp/co/v1/rto.svg,Ownership,First Owner,https://images10.gaadi.com/listing/vdp/co/v1/ownership.svg,Engine Displacement,1197 cc,https://images10.gaadi.com/listing/vdp/co/v1/engineDisplacement.svg,Transmission,Manual,https://images10.gaadi.com/listing/vdp/co/v1/transmission.svg,Year of Manufacture,2012.0,https://images10.gaadi.com/listing/vdp/co/v1/yearManufacture.svg,,Features,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,Radio,Comfort & Convenience,Comfort,Power Steering,Power Windows Front,Power Windows Rear,Low Fuel Warning Light,Accessory Power Outlet,Vanity Mirror,Rear Seat Headrest,Multifunction Steering Wheel,Gear Shift Indicator,Adjustable Headrest,Power Boot,,,,,,,Interior,Interior,Air Conditioner,Heater,Adjustable Steering,Tachometer,Fabric Upholstery,Glove Compartment,Height Adjustable Driver Seat,,,,,Exterior,Exterior,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Wheel Covers,Power Antenna,Outside Rear View Mirror Turn Indicators,LEDTaillights,Halogen Headlamps,,,,,,Safety,Safety,Anti Lock Braking System,Brake Assist,Centeral Locking,Power Door Locks,Child Safety Locks,Anti Theft Alarm,Driver Air Bag,Passenger Air Bag,Day Night Rear View Mirror,Passenger Side Rear View Mirror,Halogen Headlamps,Rear Seat Belts,Seat Belt Warning,Door Ajar Warning,Adjustable Seats,Keyless Entry,Engine Immobilizer,Engine Check Warning,Crash Sensor,Ebd,Speed Sensing Auto Door Lock,Isofix Child Seat Mounts,Pretensioners And Force Limiter Seatbelts,Speed Alert,Entertainment & Communication,Entertainment,Radio,Speakers Front,Speakers Rear,Usb Auxiliary Input,Bluetooth,Number Of Speaker,,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,No Of Airbags,Eletronic Stability Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Specifications,Mileage,22.38 kmpl,Engine,1197 CC,Max Power,88.50bhp,Torque,113Nm,Seats,5,,,Engine and Transmission,Engine,Color,White,Engine Type,K Series Dual jet,Displacement,1197,Max Power,88.50bhp@6000rpm,Max Torque,113Nm@4400rpm,No of Cylinder,4.0,Values per Cylinder,4,,,,,,,,,Dimensions & Capacity,Dimensions,Length,3845mm,Width,1735,Height,1530,Wheel Base,2450,Front Tread,1530,Rear Tread,1530,Kerb Weight,875-905,Miscellaneous,Miscellaneous,Gear Box,5-Speed,Seating Capacity,5,Steering Type,Electric,Turning Radius,4.8,Front Brake Type,Disc,Rear Brake Type,Drum,Tyre Type,"Radial, Tubeless",No Door Numbers,5,Cargo Volumn,268,,,,,,,,,,Gross Weight,1335,,,,,,,,,,,,,https://www.cardekho.com/buy-used-car-details/used-Maruti-Swift-Vxi-cars-Jaipur_613b5526-574e-466c-928b-61a638a5ca3d.htm,Jaipur
0,Petrol,Hatchback,"80,000",Automatic,2,2nd Owner,Maruti,Maruti Celerio,2016,3982,VXI AT,₹ 3.20 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,Registration Year,2016,https://images10.gaadi.com/listing/vdp/co/v1/registrationYear.svg,Insurance Validity,Third Party insurance,https://images10.gaadi.com/listing/vdp/co/v1/insuranceValidity.svg,Fuel Type,Petrol,https://images10.gaadi.com/listing/vdp/co/v1/fuel.svg,Seats,5 Seats,https://images10.gaadi.com/listing/vdp/co/v1/seats.svg,Kms Driven,"80,000 Kms",https://images10.gaadi.com/listing/vdp/co/v1/kmsDriven.svg,RTO,RJ14,https://images10.gaadi.com/listing/vdp/co/v1/rto.svg,Ownership,Second Owner,https://images10.gaadi.com/listing/vdp/co/v1/ownership.svg,Engine Displacement,998 cc,https://images10.gaadi.com/listing/vdp/co/v1/engineDisplacement.svg,Transmission,Automatic,https://images10.gaadi.com/listing/vdp/co/v1/transmission.svg,Year of Manufacture,2016.0,https://images10.gaadi.com/listing/vdp/co/v1/yearManufacture.svg,,Features,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,Child Safety Locks,,Comfort & Convenience,Comfort,Power Steering,Power Windows Front,Power Windows Rear,Remote Trunk Opener,Remote Fuel Lid Opener,Low Fuel Warning Light,Accessory Power Outlet,Vanity Mirror,Rear Seat Headrest,Cup Holders Front,,,,,,,,Interior,Interior,Air Conditioner,Heater,Digital Odometer,Tachometer,Electronic Multi Tripmeter,Fabric Upholstery,Glove Compartment,Digital Clock,Outside Temperature Display,,,Exterior,Exterior,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Wheel Covers,Power Antenna,Chrome Grille,,,,,,,,Safety,Safety,Centeral Locking,Child Safety Locks,Day Night Rear View Mirror,Passenger Side Rear View Mirror,Halogen Headlamps,Rear Seat Belts,Door Ajar Warning,Side Impact Beams,Front Impact Beams,Adjustable Seats,Centrally Mounted Fuel Tank,Engine Immobilizer,Anti Theft Device,,,,,,,,,,,,,,,,,,,,,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Specifications,Mileage,23.1 kmpl,Engine,998 CC,Max Power,67.04bhp,Torque,90Nm,Seats,5,,,Engine and Transmission,Engine,Color,Others,Engine Type,K10B Engine,Displacement,998,Max Power,67.04bhp@6000rpm,Max Torque,90Nm@3500rpm,No of Cylinder,3.0,Values per Cylinder,4,Value Configuration,DOHC,Fuel Suppy System,MPFi,BoreX Stroke,73 X 82 mm,Compression Ratio,11.0:1,Dimensions & Capacity,Dimensions,Length,3715mm,Width,1635mm,Height,1565mm,Wheel Base,2425mm,Front Tread,1420mm,Rear Tread,1410mm,Kerb Weight,840kg,Miscellaneous,Miscellaneous,Gear Box,5 Speed ,Drive Type,FWD,Seating Capacity,5,Steering Type,Power,Turning Radius,4.7 metres,Front Brake Type,Ventilated Disc,Rear Brake Type,Drum,Top Speed,150 Kmph,Acceleration,15.05 Seconds,Tyre Type,"Tubeless, Radial",No Door Numbers,5,Cargo Volumn,235-litres,,,,Gross Weight,1250kg,Turbo Charger,No,Super Charger,No,,,,,,,,,https://www.cardekho.com/used-car-details/used-Maruti-Celerio-Vxi-At-cars-Jaipur_6d1b79a7-6bb5-4402-a54d-311bbd2a18e4.htm,Jaipur
0,Petrol,Hatchback,"44,392",Manual,1,1st Owner,Hyundai,Hyundai Grand i10,2017,5602,1.2 Kappa Magna BSIV,₹ 4.20 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,Registration Year,Apr 2017,https://images10.gaadi.com/listing/vdp/co/v1/registrationYear.svg,Insurance Validity,Third Party insurance,https://images10.gaadi.com/listing/vdp/co/v1/insuranceValidity.svg,Fuel Type,Petrol,https://images10.gaadi.com/listing/vdp/co/v1/fuel.svg,Seats,5 Seats,https://images10.gaadi.com/listing/vdp/co/v1/seats.svg,Kms Driven,"44,392 Kms",https://images10.gaadi.com/listing/vdp/co/v1/kmsDriven.svg,RTO,RJ14,https://images10.gaadi.com/listing/vdp/co/v1/rto.svg,Ownership,First Owner,https://images10.gaadi.com/listing/vdp/co/v1/ownership.svg,Engine Displacement,1197 cc,https://images10.gaadi.com/listing/vdp/co/v1/engineDisplacement.svg,Transmission,Manual,https://images10.gaadi.com/listing/vdp/co/v1/transmission.svg,Year of Manufacture,2017.0,https://images10.gaadi.com/listing/vdp/co/v1/yearManufacture.svg,,Features,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Speakers Front,Comfort & Convenience,Comfort,Power Steering,Power Windows Front,Power Windows Rear,Low Fuel Warning Light,Accessory Power Outlet,Vanity Mirror,Rear Seat Headrest,Cup Holders Front,Multifunction Steering Wheel,Rear ACVents,Tailgate Ajar,Gear Shift Indicator,Battery Saver,,,,,Interior,Interior,Air Conditioner,Heater,Digital Odometer,Tachometer,Electronic Multi Tripmeter,Fabric Upholstery,Glove Compartment,Digital Clock,,,,Exterior,Exterior,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Wheel Covers,Integrated Antenna,Tinted Glass,Chrome Grille,Roof Rail,Halogen Headlamps,,,,,Safety,Safety,Anti Lock Braking System,Centeral Locking,Power Door Locks,Child Safety Locks,Driver Air Bag,Passenger Air Bag,Day Night Rear View Mirror,Passenger Side Rear View Mirror,Halogen Headlamps,Rear Seat Belts,Seat Belt Warning,Door Ajar Warning,Side Impact Beams,Front Impact Beams,Adjustable Seats,Keyless Entry,Centrally Mounted Fuel Tank,Engine Immobilizer,Engine Check Warning,Crash Sensor,Ebd,Anti Theft Device,No Of Airbags,,Entertainment & Communication,Entertainment,Speakers Front,Speakers Rear,Integrated2Din Audio,Usb Auxiliary Input,Bluetooth,Number Of Speaker,,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Specifications,Mileage,18.9 kmpl,Engine,1197 CC,Max Power,81.86bhp,Torque,113.75nm,Seats,5,,,Engine and Transmission,Engine,Color,Silver,Engine Type,Kappa VTVT Petrol Engine,Displacement,1197,Max Power,81.86bhp@6000rpm,Max Torque,113.75nm@4000rpm,No of Cylinder,4.0,Values per Cylinder,4,Value Configuration,DOHC,Fuel Suppy System,MPFI,Turbo Charger,No,Super Charger,No,Dimensions & Capacity,Dimensions,Length,3765mm,Width,1660mm,Height,1520mm,Wheel Base,2425mm,Front Tread,1479mm,Rear Tread,1493mm,Kerb Weight,1100,Miscellaneous,Miscellaneous,Gear Box,5 Speed,Drive Type,FWD,Seating Capacity,5,Steering Type,Power,Turning Radius,4.8 metres,Front Brake Type,Disc,Rear Brake Type,Drum,Top Speed,165 Kmph,Acceleration,12.9 Seconds,Tyre Type,Tubeless,No Door Numbers,5,Cargo Volumn,256,,,,,,,,,,,,,,,,,,https://www.cardekho.com/buy-used-car-details/used-Hyundai-Grand-I10-1.2-Kappa-Magna-Bsiv-cars-Jaipur_4847732f-4871-4fe2-8882-72b650bfd184.htm,Jaipur
0,Petrol,Hatchback,"40,000",Automatic,1,1st Owner,Maruti,Maruti Wagon R,2016,4319,AMT VXI,₹ 3.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,Registration Year,2016,https://images10.gaadi.com/listing/vdp/co/v1/registrationYear.svg,Insurance Validity,Third Party insurance,https://images10.gaadi.com/listing/vdp/co/v1/insuranceValidity.svg,Fuel Type,Petrol,https://images10.gaadi.com/listing/vdp/co/v1/fuel.svg,Seats,5 Seats,https://images10.gaadi.com/listing/vdp/co/v1/seats.svg,Kms Driven,"40,000 Kms",https://images10.gaadi.com/listing/vdp/co/v1/kmsDriven.svg,RTO,RJ14,https://images10.gaadi.com/listing/vdp/co/v1/rto.svg,Ownership,First Owner,https://images10.gaadi.com/listing/vdp/co/v1/ownership.svg,Engine Displacement,998 cc,https://images10.gaadi.com/listing/vdp/co/v1/engineDisplacement.svg,Transmission,Automatic,https://images10.gaadi.com/listing/vdp/co/v1/transmission.svg,Year of Manufacture,2016.0,https://images10.gaadi.com/listing/vdp/co/v1/yearManufacture.svg,,Features,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Centeral Locking,Power Door Locks,Cd Player,Comfort & Convenience,Comfort,Power Steering,Power Windows Front,Power Windows Rear,Remote Trunk Opener,Remote Fuel Lid Opener,Low Fuel Warning Light,Accessory Power Outlet,Vanity Mirror,Rear Reading Lamp,Rear Seat Headrest,Cup Holders Front,Gear Shift Indicator,,,,,,Interior,Interior,Air Conditioner,Heater,Adjustable Steering,Digital Odometer,Tachometer,Electronic Multi Tripmeter,Fabric Upholstery,Glove Compartment,Digital Clock,Dual Tone Dashboard,,Exterior,Exterior,Adjustable Head Lights,Fog Lights Front,Power Adjustable Exterior Rear View Mirror,Rear Window Wiper,Rear Window Washer,Rear Window Defogger,Wheel Covers,Power Antenna,Chrome Grille,Chrome Garnish,Roof Rail,,Safety,Safety,Centeral Locking,Power Door Locks,Child Safety Locks,Anti Theft Alarm,Day Night Rear View Mirror,Passenger Side Rear View Mirror,Halogen Headlamps,Rear Seat Belts,Seat Belt Warning,Side Impact Beams,Front Impact Beams,Adjustable Seats,Keyless Entry,Centrally Mounted Fuel Tank,Engine Immobilizer,Engine Check Warning,Anti Theft Device,,,,,,,,Entertainment & Communication,Entertainment,Cd Player,Radio,Speakers Front,Speakers Rear,Integrated2Din Audio,Usb Auxiliary Input,Number Of Speaker,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Specifications,Mileage,20.51 kmpl,Engine,998 CC,Max Power,67bhp,Torque,90Nm,Seats,5,,,Engine and Transmission,Engine,Color,Silver,Engine Type,K10B Petrol Engine,Displacement,998,Max Power,67bhp@6000rpm,Max Torque,90Nm@3500rpm,No of Cylinder,3.0,Values per Cylinder,4,Value Configuration,DOHC,BoreX Stroke,69 x 72 mm,Turbo Charger,No,Super Charger,No,Dimensions & Capacity,Dimensions,Length,3599mm,Width,1495mm,Height,1700mm,Wheel Base,2400mm,Front Tread,1295mm,Rear Tread,1290mm,Kerb Weight,890kg,Miscellaneous,Miscellaneous,Gear Box,5 Speed,Drive Type,FWD,Seating Capacity,5,Steering Type,Power,Turning Radius,4.6 metres,Front Brake Type,Ventilated Disc,Rear Brake Type,Drum,Top Speed,152 kmph,Acceleration,18.6 Seconds,Tyre Type,Tubeless Tyres,No Door Numbers,5,Cargo Volumn,180-liters,,,,Gross Weight,1350kg,,,,,,,,,,,,,https://www.cardekho.com/used-car-details/used-Maruti-Wagon-R-Amt-Vxi-cars-Jaipur_172a0efa-7e28-4ba9-8e28-de35395bbc30.htm,Jaipur
